Height,Weight,Label
168.6,77.7,Obese
178.3,65.1,Fit
166.7,55.4,Fit
155.1,35.0,Fit
154.1,53.1,Fit
154.9,57.4,Fit
181.7,77.3,Fit
164.2,51.0,Fit
146.5,47.2,Fit
169.2,64.8,Fit
166.6,61.4,Fit
160.1,47.6,Fit
153.8,52.6,Fit
153.3,45.2,Fit
177.0,53.9,Fit
167.7,67.3,Fit
170.3,64.9,Fit
167.7,66.6,Fit
168.6,58.3,Fit
159.8,61.2,Fit
162.7,66.4,Obese
177.8,83.6,Obese
180.6,78.2,Fit
151.6,53.6,Fit
162.7,47.2,Fit
174.2,65.9,Fit
185.7,64.5,Fit
184.6,68.4,Fit
156.2,69.3,Obese
179.0,62.3,Fit
165.6,41.6,Fit
176.5,75.0,Fit
173.7,61.0,Fit
151.1,56.4,Fit
171.0,55.0,Fit
176.1,64.8,Fit
164.8,69.3,Obese
162.3,47.4,Fit
147.7,46.6,Fit
172.5,67.8,Fit
167.3,55.8,Fit
154.9,54.7,Fit
161.4,57.4,Fit
166.7,65.4,Fit
158.9,70.3,Obese
165.0,81.3,Obese
145.8,50.4,Fit
179.8,70.3,Fit
165.2,63.5,Fit
152.9,49.6,Fit
137.9,29.2,Fit
176.3,68.0,Fit
171.1,73.1,Fit
167.3,49.9,Fit
174.5,59.1,Fit
174.5,62.3,Fit
167.1,64.4,Fit
162.2,76.9,Obese
160.4,50.1,Fit
169.6,64.0,Fit
180.4,71.6,Fit
163.9,56.7,Fit
181.2,71.9,Fit
169.1,59.2,Fit
169.2,84.9,Obese
191.5,86.6,Fit
183.2,70.2,Fit
183.5,83.5,Fit
156.2,55.7,Fit
189.1,79.1,Fit
164.1,57.8,Fit
162.5,56.1,Fit
141.2,34.1,Fit
168.6,49.1,Fit
153.1,54.5,Fit
169.5,61.7,Fit
152.2,58.0,Obese
184.8,68.0,Fit
171.1,55.6,Fit
190.1,85.7,Fit
153.7,49.6,Fit
182.0,79.8,Fit
145.2,46.6,Fit
167.3,76.6,Obese
158.1,61.0,Fit
160.1,59.6,Fit
159.3,62.2,Fit
154.9,50.6,Fit
151.1,37.1,Fit
160.1,59.3,Fit
166.3,76.4,Obese
177.8,51.2,Fit
168.2,66.0,Fit
177.8,57.3,Fit
148.7,48.5,Fit
160.2,57.1,Fit
172.8,71.7,Fit
168.8,64.3,Fit
155.5,64.2,Obese
175.3,76.9,Obese
159.2,54.2,Fit
156.4,62.6,Obese
170.4,61.3,Fit
165.1,56.1,Fit
159.2,46.2,Fit
158.9,66.0,Obese
153.2,49.3,Fit
160.6,37.4,Fit
177.1,73.3,Fit
167.7,58.4,Fit
175.5,65.4,Fit
170.7,62.2,Fit
158.3,52.4,Fit
146.9,69.3,Obese
154.8,66.0,Obese
157.6,60.2,Fit
156.8,56.0,Fit
175.8,77.0,Fit
175.7,69.8,Fit
189.3,85.4,Fit
156.6,58.4,Fit
182.6,74.4,Fit
182.5,80.8,Fit
162.4,54.7,Fit
170.2,64.2,Fit
178.6,62.4,Fit
164.4,52.5,Fit
163.5,38.6,Fit
158.1,58.6,Fit
139.0,48.4,Obese
165.8,69.1,Obese
157.2,45.5,Fit
153.2,55.1,Fit
169.6,63.3,Fit
149.0,54.8,Fit
173.9,61.3,Fit
170.3,61.1,Fit
160.6,44.3,Fit
164.3,53.7,Fit
151.9,50.8,Fit
173.3,67.4,Fit
167.1,47.9,Fit
167.9,57.9,Fit
170.5,65.3,Fit
157.9,66.1,Obese
148.3,41.6,Fit
175.5,71.7,Fit
172.6,61.0,Fit
159.1,52.1,Fit
169.5,56.2,Fit
178.8,62.0,Fit
177.5,65.5,Fit
158.8,63.9,Obese
148.6,42.6,Fit
150.5,42.6,Fit
161.6,59.1,Fit
181.1,72.2,Fit
157.0,53.7,Fit
158.4,57.3,Fit
158.2,47.0,Fit
159.2,48.5,Fit
164.9,67.7,Fit
150.9,48.9,Fit
176.9,73.6,Fit
163.4,68.5,Obese
192.3,88.1,Fit
152.1,39.9,Fit
182.5,72.3,Fit
180.3,79.8,Fit
160.5,60.8,Fit
160.7,58.3,Fit
154.9,39.6,Fit
155.0,47.9,Fit
165.0,60.4,Fit
165.2,48.7,Fit
147.4,54.1,Fit
190.2,78.7,Fit
162.1,42.0,Fit
165.7,55.9,Fit
158.1,52.7,Fit
162.1,56.7,Fit
161.1,68.4,Obese
165.0,64.5,Fit
164.8,48.9,Fit
173.9,54.6,Fit
167.5,59.6,Fit
172.7,66.7,Fit
164.9,67.8,Fit
167.5,75.6,Obese
162.3,72.3,Obese
176.0,64.6,Fit
168.5,70.0,Fit
163.3,62.0,Fit
162.9,49.7,Fit
163.8,43.9,Fit
165.3,61.3,Fit
164.4,47.5,Fit
158.9,48.7,Fit
173.4,60.7,Fit
174.1,68.4,Fit
184.6,85.2,Obese
158.4,55.3,Fit
172.3,61.0,Fit
144.0,29.1,Fit
174.1,70.4,Fit
149.0,49.1,Fit
154.2,47.9,Fit
168.7,71.9,Obese
158.2,45.5,Fit
156.7,48.5,Fit
159.7,54.1,Fit
173.0,61.4,Fit
154.7,57.1,Fit
164.4,63.2,Fit
160.8,65.3,Obese
174.0,70.6,Fit
174.3,65.9,Fit
144.8,43.4,Fit
176.5,72.2,Fit
158.3,53.6,Fit
167.6,62.2,Fit
154.7,56.7,Fit
169.1,64.0,Fit
193.1,84.5,Fit
166.4,54.6,Fit
159.9,67.1,Obese
162.4,49.2,Fit
148.8,52.3,Fit
180.9,68.1,Fit
168.4,71.1,Obese
153.5,58.9,Obese
153.8,52.0,Fit
165.2,72.5,Obese
175.3,66.1,Fit
152.3,58.1,Obese
177.2,63.3,Fit
164.0,62.4,Fit
154.8,45.2,Fit
159.9,56.4,Fit
184.2,74.3,Fit
149.7,56.4,Obese
156.9,48.8,Fit
175.5,92.3,Obese
167.4,50.6,Fit
156.3,55.6,Fit
175.6,70.1,Fit
176.1,72.6,Fit
168.6,58.4,Fit
158.3,57.0,Fit
160.0,51.8,Fit
168.1,77.2,Obese
150.6,44.8,Fit
179.6,69.8,Fit
183.7,68.9,Fit
162.4,51.6,Fit
168.9,51.6,Fit
178.0,75.1,Fit
186.5,71.1,Fit
182.1,66.6,Fit
145.9,39.1,Fit
161.5,59.8,Fit
170.5,64.1,Fit
159.6,56.2,Fit
184.6,68.9,Fit
182.9,77.1,Fit
156.0,48.3,Fit
163.2,59.2,Fit
156.8,52.9,Fit
162.9,44.8,Fit
162.5,74.3,Obese
175.5,72.4,Fit
155.2,54.5,Fit
136.2,43.5,Fit
147.4,64.2,Obese
153.7,61.1,Obese
157.8,57.6,Fit
167.1,55.7,Fit
153.1,47.2,Fit
151.7,36.2,Fit
154.8,49.8,Fit
152.7,56.6,Fit
158.9,60.6,Fit
158.4,60.1,Fit
172.6,61.4,Fit
154.1,56.7,Fit
161.1,63.7,Fit
159.0,37.8,Fit
173.9,69.0,Fit
163.3,75.3,Obese
176.6,66.2,Fit
152.3,30.9,Fit
164.5,53.0,Fit
158.7,40.9,Fit
151.5,45.4,Fit
164.3,49.6,Fit
184.1,82.0,Fit
155.6,59.5,Fit
163.6,61.6,Fit
150.6,59.7,Obese
148.9,44.3,Fit
156.3,54.4,Fit
160.1,73.9,Obese
160.5,61.4,Fit
162.5,62.8,Fit
146.9,41.3,Fit
158.1,51.7,Fit
170.5,55.9,Fit
150.1,63.0,Obese
161.1,44.6,Fit
168.2,69.6,Fit
156.4,58.5,Fit
168.8,49.8,Fit
148.3,57.5,Obese
174.8,65.1,Fit
169.0,52.3,Fit
165.6,63.3,Fit
177.4,62.6,Fit
161.4,55.7,Fit
158.2,51.0,Fit
180.1,64.3,Fit
185.2,66.0,Fit
157.4,60.9,Fit
163.7,61.6,Fit
176.5,70.6,Fit
164.1,56.4,Fit
171.5,65.1,Fit
173.6,60.4,Fit
158.8,49.5,Fit
169.6,77.0,Obese
164.9,66.9,Fit
151.6,46.1,Fit
154.1,40.3,Fit
157.8,41.2,Fit
175.2,62.5,Fit
175.6,68.7,Fit
173.2,67.0,Fit
169.8,64.6,Fit
169.5,65.9,Fit
168.1,53.8,Fit
169.5,75.3,Obese
170.2,62.2,Fit
149.6,51.6,Fit
156.3,48.5,Fit
153.7,54.5,Fit
177.2,85.7,Obese
183.2,65.9,Fit
141.1,34.9,Fit
182.2,66.1,Fit
166.0,57.9,Fit
176.1,64.1,Fit
170.6,55.7,Fit
180.8,71.6,Fit
167.3,74.1,Obese
150.0,48.3,Fit
163.8,58.3,Fit
170.7,66.8,Fit
162.6,63.4,Fit
172.2,76.2,Obese
164.3,61.3,Fit
158.4,55.2,Fit
153.1,43.6,Fit
160.7,62.7,Fit
167.3,54.8,Fit
143.4,38.3,Fit
156.4,55.4,Fit
143.0,57.3,Obese
158.2,60.9,Fit
178.2,69.5,Fit
152.0,42.9,Fit
172.7,77.8,Obese
196.3,84.4,Fit
181.0,69.7,Fit
166.5,65.4,Fit
174.4,63.4,Fit
149.9,43.4,Fit
147.7,42.7,Fit
165.3,54.8,Fit
169.4,54.1,Fit
177.0,59.0,Fit
158.7,63.2,Obese
167.1,66.8,Fit
166.8,54.6,Fit
163.6,66.0,Fit
164.2,61.8,Fit
155.6,50.7,Fit
168.1,52.3,Fit
167.1,64.2,Fit
160.2,71.4,Obese
172.3,65.4,Fit
176.3,76.4,Fit
172.5,63.7,Fit
153.5,59.2,Obese
166.1,59.5,Fit
155.0,33.6,Fit
166.1,54.9,Fit
155.0,53.9,Fit
179.0,79.2,Fit
173.6,65.1,Fit
177.7,69.7,Fit
176.6,63.9,Fit
162.0,70.2,Obese
160.3,68.5,Obese
184.2,69.2,Fit
163.2,46.5,Fit
150.1,35.1,Fit
176.1,73.0,Fit
166.6,62.1,Fit
181.6,66.3,Fit
167.7,64.0,Fit
164.8,49.9,Fit
181.8,79.1,Fit
148.1,45.2,Fit
158.6,46.7,Fit
155.2,50.1,Fit
140.9,40.4,Fit
174.6,70.0,Fit
158.9,64.9,Obese
175.0,76.3,Fit
169.3,64.3,Fit
171.7,63.3,Fit
160.0,51.8,Fit
156.6,39.8,Fit
166.0,60.5,Fit
175.1,60.7,Fit
164.4,69.2,Obese
157.3,52.8,Fit
151.8,56.7,Fit
167.2,57.7,Fit
158.9,50.1,Fit
164.2,64.2,Fit
162.4,60.2,Fit
160.1,59.0,Fit
168.2,61.5,Fit
171.1,70.7,Fit
186.6,81.8,Fit
173.3,48.7,Fit
182.5,71.2,Fit
156.0,61.7,Obese
147.4,39.6,Fit
164.8,46.2,Fit
174.4,65.8,Fit
172.7,69.8,Fit
178.3,66.3,Fit
137.1,51.7,Obese
178.8,85.1,Obese
168.7,47.2,Fit
148.0,45.1,Fit
173.0,47.6,Fit
166.9,66.5,Fit
169.2,57.5,Fit
176.0,64.3,Fit
169.7,72.6,Obese
148.8,38.1,Fit
163.4,46.1,Fit
147.2,29.5,Fit
172.1,75.4,Obese
180.4,79.9,Fit
151.3,48.0,Fit
157.6,44.5,Fit
155.3,59.7,Fit
160.0,78.4,Obese
169.5,61.3,Fit
160.1,46.8,Fit
172.2,75.2,Obese
176.7,59.6,Fit
177.1,66.1,Fit
152.7,30.2,Fit
180.2,69.0,Fit
181.1,61.9,Fit
182.1,83.0,Obese
163.3,50.8,Fit
156.7,60.3,Fit
154.2,51.5,Fit
152.9,52.4,Fit
165.1,64.2,Fit
174.3,66.4,Fit
179.4,65.6,Fit
159.7,49.6,Fit
164.6,63.7,Fit
163.9,43.9,Fit
158.0,68.4,Obese
173.1,67.0,Fit
169.0,60.1,Fit
166.6,63.2,Fit
168.9,58.0,Fit
171.8,63.5,Fit
171.7,55.8,Fit
155.8,56.4,Fit
174.9,66.6,Fit
167.8,63.5,Fit
160.2,68.3,Obese
167.6,55.3,Fit
168.8,61.6,Fit
176.9,55.6,Fit
153.5,56.2,Fit
179.6,70.8,Fit
165.3,60.2,Fit
159.4,54.7,Fit
159.1,51.1,Fit
154.0,72.1,Obese
145.8,47.1,Fit
172.5,67.8,Fit
186.8,67.6,Fit
147.2,54.8,Obese
154.5,51.6,Fit
173.3,69.6,Fit
164.5,66.7,Fit
174.2,65.9,Fit
163.9,53.7,Fit
158.6,36.7,Fit
162.5,55.0,Fit
138.8,36.9,Fit
152.4,42.0,Fit
175.4,79.3,Obese
178.1,77.7,Fit
180.5,57.0,Fit
169.8,64.7,Fit
140.2,36.7,Fit
158.0,57.9,Fit
179.6,64.5,Fit
182.9,69.2,Fit
180.0,79.0,Fit
162.4,64.6,Fit
150.6,62.0,Obese
164.6,57.8,Fit
165.2,48.4,Fit
182.2,80.4,Fit
167.5,69.1,Fit
165.2,65.1,Fit
165.8,54.5,Fit
169.4,54.6,Fit
171.9,69.3,Fit
157.0,47.2,Fit
153.4,49.3,Fit
180.1,94.6,Obese
146.9,64.5,Obese
183.0,80.0,Fit
144.0,40.3,Fit
158.6,49.5,Fit
175.7,73.6,Fit
165.0,71.9,Obese
150.5,45.7,Fit
169.7,59.7,Fit
165.7,61.1,Fit
162.6,47.1,Fit
158.1,44.1,Fit
164.6,50.2,Fit
158.6,59.7,Fit
191.8,83.1,Fit
162.4,67.1,Obese
160.9,43.0,Fit
159.0,43.5,Fit
184.5,78.6,Fit
147.0,40.5,Fit
169.0,56.4,Fit
162.4,66.1,Obese
149.3,44.6,Fit
156.0,50.0,Fit
168.5,60.5,Fit
155.5,51.7,Fit
167.9,67.5,Fit
184.0,64.8,Fit
166.9,59.8,Fit
149.0,58.1,Obese
155.7,70.4,Obese
161.9,46.8,Fit
161.1,59.8,Fit
166.7,59.6,Fit
168.4,61.6,Fit
184.0,68.2,Fit
165.0,65.9,Fit
152.3,56.7,Fit
177.7,89.6,Obese
178.9,59.8,Fit
167.6,47.8,Fit
162.3,74.4,Obese
171.8,64.6,Fit
162.7,54.6,Fit
142.4,46.1,Fit
171.2,53.3,Fit
174.8,70.2,Fit
180.9,71.3,Fit
157.0,62.8,Obese
167.5,68.6,Fit
167.7,69.4,Fit
165.9,62.1,Fit
166.3,73.7,Obese
165.4,64.8,Fit
167.3,57.3,Fit
173.1,59.5,Fit
178.4,64.5,Fit
156.7,58.7,Fit
163.1,47.9,Fit
160.4,57.8,Fit
158.8,48.8,Fit
147.2,37.7,Fit
165.3,51.4,Fit
170.3,63.6,Fit
163.3,64.8,Fit
164.9,54.4,Fit
169.6,46.7,Fit
180.5,96.9,Obese
160.4,65.5,Obese
152.1,58.4,Obese
164.0,72.2,Obese
185.7,76.6,Fit
152.2,49.9,Fit
172.2,76.0,Obese
177.7,80.3,Obese
139.0,47.4,Fit
169.5,70.3,Fit
171.6,54.9,Fit
162.1,55.7,Fit
157.9,68.5,Obese
158.5,61.7,Fit
161.4,45.6,Fit
161.7,53.3,Fit
159.6,68.4,Obese
161.2,60.8,Fit
178.1,71.2,Fit
151.6,52.3,Fit
145.8,46.1,Fit
178.3,65.7,Fit
162.9,51.7,Fit
160.7,64.9,Obese
163.8,60.9,Fit
167.3,67.2,Fit
159.2,60.2,Fit
170.6,75.3,Obese
154.4,56.1,Fit
161.7,64.1,Fit
140.6,44.9,Fit
177.9,62.0,Fit
163.1,56.7,Fit
172.4,70.1,Fit
170.2,69.2,Fit
171.0,76.0,Obese
164.9,56.2,Fit
169.3,64.8,Fit
154.4,51.4,Fit
152.1,63.9,Obese
163.9,62.1,Fit
157.5,57.8,Fit
180.7,71.5,Fit
169.1,61.1,Fit
157.1,42.7,Fit
162.0,47.7,Fit
166.5,62.4,Fit
164.3,59.8,Fit
168.0,63.6,Fit
165.8,68.0,Fit
149.7,50.0,Fit
141.3,41.2,Fit
160.9,55.3,Fit
171.2,66.4,Fit
161.0,54.0,Fit
178.6,78.7,Fit
164.5,59.4,Fit
179.9,73.2,Fit
177.7,62.9,Fit
176.6,77.1,Fit
151.8,62.2,Obese
165.2,49.1,Fit
178.5,73.3,Fit
168.0,61.2,Fit
171.1,66.7,Fit
149.7,52.9,Fit
186.1,58.3,Fit
156.3,59.8,Fit
143.1,53.9,Obese
161.1,66.9,Obese
138.1,34.4,Fit
153.1,51.3,Fit
193.1,77.8,Fit
160.8,41.6,Fit
149.3,44.1,Fit
165.3,51.4,Fit
155.1,55.6,Fit
174.5,53.9,Fit
155.2,45.2,Fit
168.0,57.9,Fit
152.4,57.2,Fit
193.6,104.7,Obese
170.5,66.4,Fit
163.4,50.5,Fit
161.8,52.1,Fit
158.9,60.8,Fit
156.6,43.2,Fit
156.3,62.5,Obese
183.5,76.2,Fit
158.9,54.6,Fit
141.6,30.6,Fit
152.2,58.3,Obese
175.2,61.4,Fit
162.2,59.1,Fit
163.5,57.6,Fit
177.9,56.9,Fit
156.5,52.0,Fit
172.0,55.4,Fit
157.7,49.5,Fit
171.3,68.0,Fit
160.7,62.4,Fit
162.3,57.8,Fit
174.0,59.6,Fit
173.2,60.8,Fit
163.2,53.3,Fit
159.8,39.1,Fit
182.6,73.9,Fit
171.5,51.4,Fit
160.7,57.4,Fit
157.8,43.1,Fit
176.3,58.7,Fit
166.3,66.2,Fit
163.2,58.8,Fit
166.3,45.7,Fit
168.7,58.2,Fit
164.4,61.5,Fit
178.2,64.9,Fit
178.9,67.6,Fit
170.9,66.2,Fit
180.1,71.7,Fit
165.1,52.0,Fit
172.6,65.7,Fit
176.0,65.9,Fit
176.2,82.1,Obese
175.1,66.6,Fit
171.9,66.1,Fit
186.5,78.6,Fit
159.1,53.1,Fit
163.3,52.9,Fit
162.6,61.9,Fit
161.0,60.7,Fit
143.1,61.7,Obese
180.1,77.3,Fit
153.7,58.1,Fit
166.9,67.0,Fit
149.4,43.6,Fit
171.8,54.9,Fit
156.4,45.8,Fit
152.5,56.7,Fit
167.1,72.8,Obese
157.3,60.3,Fit
158.7,54.1,Fit
166.9,74.7,Obese
173.8,62.9,Fit
156.0,44.4,Fit
154.1,54.3,Fit
165.3,70.4,Obese
170.9,57.5,Fit
181.1,58.5,Fit
153.2,51.9,Fit
161.5,63.6,Fit
177.9,45.9,Fit
186.7,84.5,Fit
154.1,41.3,Fit
156.9,59.9,Fit
169.2,47.0,Fit
158.6,43.6,Fit
156.6,58.9,Fit
167.7,71.6,Obese
182.0,72.8,Fit
150.6,69.1,Obese
181.5,64.3,Fit
158.7,47.1,Fit
168.8,60.3,Fit
182.5,70.5,Fit
168.6,64.8,Fit
161.7,51.6,Fit
172.9,70.3,Fit
163.1,62.9,Fit
170.7,77.0,Obese
162.7,54.3,Fit
174.5,69.7,Fit
149.7,54.1,Fit
153.9,52.0,Fit
149.5,47.5,Fit
164.4,42.9,Fit
148.2,49.0,Fit
157.4,59.3,Fit
152.8,50.9,Fit
181.3,66.0,Fit
154.1,38.8,Fit
150.8,53.7,Fit
167.7,62.2,Fit
183.6,85.2,Obese
163.7,47.4,Fit
164.6,55.8,Fit
179.2,60.1,Fit
174.7,75.3,Fit
169.7,73.3,Obese
158.6,70.7,Obese
170.0,67.8,Fit
150.0,55.8,Fit
158.1,58.5,Fit
180.7,76.5,Fit
179.3,71.1,Fit
169.8,68.4,Fit
143.8,62.6,Obese
151.7,52.4,Fit
157.5,54.8,Fit
163.1,60.1,Fit
151.2,49.1,Fit
162.3,59.9,Fit
184.4,73.4,Fit
169.4,72.3,Obese
167.4,70.0,Fit
153.8,69.4,Obese
147.0,47.3,Fit
151.5,52.8,Fit
146.5,49.2,Fit
165.8,62.1,Fit
169.2,72.0,Obese
154.4,39.4,Fit
166.6,64.8,Fit
181.2,88.2,Obese
186.5,87.5,Obese
173.5,76.2,Obese
163.1,65.2,Fit
173.1,61.2,Fit
179.9,65.2,Fit
142.9,39.0,Fit
181.3,63.2,Fit
159.0,63.2,Fit
159.1,67.4,Obese
161.1,60.6,Fit
168.5,68.9,Fit
152.8,53.7,Fit
161.9,62.2,Fit
170.8,47.2,Fit
167.4,64.2,Fit
169.2,59.6,Fit
161.4,57.0,Fit
172.6,67.4,Fit
176.6,62.9,Fit
176.0,59.5,Fit
169.7,57.4,Fit
175.3,56.0,Fit
174.6,57.8,Fit
194.4,75.0,Fit
178.4,58.5,Fit
164.0,63.4,Fit
155.0,45.6,Fit
162.1,42.9,Fit
161.4,54.1,Fit
170.6,55.1,Fit
157.3,66.1,Obese
178.1,70.9,Fit
149.7,37.5,Fit
147.0,52.1,Fit
163.5,59.5,Fit
155.7,51.4,Fit
151.2,62.9,Obese
158.0,47.1,Fit
156.6,62.2,Obese
165.1,56.7,Fit
158.2,54.9,Fit
159.1,49.7,Fit
164.9,54.4,Fit
176.2,64.8,Fit
181.2,57.0,Fit
166.6,63.9,Fit
167.5,62.6,Fit
163.0,46.5,Fit
170.3,69.1,Fit
169.3,74.7,Obese
179.6,65.6,Fit
144.2,39.5,Fit
162.4,66.9,Obese
168.7,65.9,Fit
164.7,58.6,Fit
154.7,59.1,Fit
150.7,52.2,Fit
173.9,77.9,Obese
156.7,53.9,Fit
145.7,50.1,Fit
174.4,75.7,Fit
170.0,44.0,Fit
163.7,68.0,Obese
154.9,48.8,Fit
163.8,63.0,Fit
178.4,83.3,Obese
147.2,45.2,Fit
147.8,44.4,Fit
158.1,54.5,Fit
164.7,48.1,Fit
159.5,73.6,Obese
172.1,64.8,Fit
177.0,82.1,Obese
168.1,59.5,Fit
171.2,64.7,Fit
168.0,69.6,Fit
165.1,51.2,Fit
150.8,49.2,Fit
153.7,59.2,Obese
150.1,47.9,Fit
163.4,54.9,Fit
167.6,70.7,Obese
149.1,60.1,Obese
165.8,73.0,Obese
155.4,47.7,Fit
153.2,47.0,Fit
158.1,51.2,Fit
152.7,57.0,Fit
171.7,55.3,Fit
163.2,49.4,Fit
174.0,60.9,Fit
160.1,48.9,Fit
160.5,63.8,Fit
185.6,82.3,Fit
147.1,43.8,Fit
179.1,69.0,Fit
183.2,53.5,Fit
173.4,62.5,Fit
161.4,67.2,Obese
180.7,67.7,Fit
161.5,48.6,Fit
157.2,65.4,Obese
160.7,47.9,Fit
158.7,67.8,Obese
154.6,75.7,Obese
177.2,68.2,Fit
156.5,63.8,Obese
164.7,46.3,Fit
149.1,35.2,Fit
165.3,53.8,Fit
152.3,57.6,Fit
152.0,50.9,Fit
163.8,57.5,Fit
176.6,58.3,Fit
169.8,62.4,Fit
170.6,58.9,Fit
163.6,51.5,Fit
161.3,49.2,Fit
173.7,67.9,Fit
158.8,49.7,Fit
174.2,66.7,Fit
178.6,56.0,Fit
155.7,57.4,Fit
157.4,56.4,Fit
159.0,53.8,Fit
148.9,50.0,Fit
159.8,63.7,Fit
179.3,59.1,Fit
153.5,52.4,Fit
179.6,60.5,Fit
160.2,57.2,Fit
188.3,75.9,Fit
157.5,54.4,Fit
163.4,65.5,Fit
155.0,59.4,Fit
157.4,63.2,Obese
179.7,67.9,Fit
170.2,69.4,Fit
176.3,72.4,Fit
150.5,46.9,Fit
172.2,66.2,Fit
154.3,51.3,Fit
150.3,60.9,Obese
167.6,68.3,Fit
167.5,59.0,Fit
165.6,57.1,Fit
172.9,73.4,Fit
174.6,77.8,Obese
181.2,74.7,Fit
151.9,56.0,Fit
181.5,82.9,Obese
185.7,74.5,Fit
161.0,57.7,Fit
146.6,51.2,Fit
149.8,45.9,Fit
159.9,69.9,Obese
187.2,73.6,Fit
165.2,60.5,Fit
158.2,70.4,Obese
157.5,39.7,Fit
150.5,51.5,Fit
174.6,61.8,Fit
164.0,59.2,Fit
188.1,68.2,Fit
171.9,62.0,Fit
174.1,66.9,Fit
162.3,59.9,Fit
153.0,58.7,Obese
155.4,34.5,Fit
149.9,48.5,Fit
175.0,66.0,Fit
160.8,56.3,Fit
175.5,68.0,Fit
166.5,54.3,Fit
161.8,45.2,Fit
152.1,52.7,Fit
168.3,54.4,Fit
162.6,61.4,Fit
174.9,59.8,Fit
157.1,59.9,Fit
171.8,64.5,Fit
183.0,73.8,Fit
168.0,60.1,Fit
173.6,63.1,Fit
171.3,62.7,Fit
185.9,85.5,Fit
169.1,50.6,Fit
172.7,60.4,Fit
164.6,68.1,Obese
156.5,60.4,Fit
151.7,61.4,Obese
178.9,70.0,Fit
153.9,41.6,Fit
173.2,57.1,Fit
169.6,60.9,Fit
175.1,73.5,Fit
159.3,53.8,Fit
156.3,51.1,Fit
169.2,66.1,Fit
161.8,57.8,Fit
151.5,46.9,Fit
186.3,68.4,Fit
156.3,61.3,Obese
154.1,60.6,Obese
162.3,49.5,Fit
178.8,67.1,Fit
141.2,49.2,Fit
177.9,60.5,Fit
155.0,55.8,Fit
167.9,59.4,Fit
157.6,44.9,Fit
186.9,91.1,Obese
166.4,58.2,Fit
157.2,58.6,Fit
161.7,48.5,Fit
166.0,73.0,Obese
167.0,76.9,Obese
169.8,51.4,Fit
165.0,58.6,Fit
149.9,60.0,Obese
161.3,53.5,Fit
171.7,68.1,Fit
157.6,41.2,Fit
172.4,59.1,Fit
165.3,62.6,Fit
162.6,53.5,Fit
178.1,66.9,Fit
145.9,34.7,Fit
157.6,59.9,Fit
178.6,59.4,Fit
185.1,87.7,Obese
190.1,74.1,Fit
165.6,66.7,Fit
170.0,69.2,Fit
174.0,58.7,Fit
179.0,65.9,Fit
168.4,58.8,Fit
175.2,64.4,Fit
170.1,53.2,Fit
170.7,68.4,Fit
154.9,47.3,Fit
161.4,56.4,Fit
159.2,63.8,Obese
151.9,55.4,Fit
146.8,42.5,Fit
160.3,64.9,Obese
162.1,63.1,Fit
166.2,55.1,Fit
171.1,60.3,Fit
167.1,69.4,Fit
162.2,64.1,Fit
154.9,40.8,Fit
174.6,59.1,Fit
163.9,64.6,Fit
160.2,47.1,Fit
162.9,64.9,Fit
156.9,69.7,Obese
159.2,58.7,Fit
158.8,48.1,Fit
161.8,59.0,Fit
172.2,73.5,Fit
169.5,64.0,Fit
182.0,76.8,Fit
178.3,63.6,Fit
186.5,70.7,Fit
171.2,71.7,Fit
171.0,58.6,Fit
159.6,35.4,Fit
174.1,64.2,Fit
157.8,57.3,Fit
148.8,57.2,Obese
181.8,85.9,Obese
151.3,51.0,Fit
169.8,68.7,Fit
155.3,54.0,Fit
177.4,72.1,Fit
178.9,68.9,Fit
170.8,67.3,Fit
178.7,64.4,Fit
165.1,75.8,Obese
189.6,59.9,Fit
173.2,70.6,Fit
155.1,55.5,Fit
165.8,63.4,Fit
163.3,49.2,Fit
162.2,44.5,Fit
146.8,52.2,Fit
169.3,73.8,Obese
149.8,51.1,Fit
137.2,47.9,Obese
161.2,53.5,Fit
156.7,56.7,Fit
155.5,63.0,Obese
130.9,35.2,Fit
155.6,62.8,Obese
163.1,45.4,Fit
158.0,50.0,Fit
169.3,67.4,Fit
180.3,86.8,Obese
170.7,64.2,Fit
176.3,60.1,Fit
177.2,84.1,Obese
153.8,51.0,Fit
169.8,68.8,Fit
175.9,65.4,Fit
160.2,57.6,Fit
156.3,49.3,Fit
170.8,82.3,Obese
148.7,58.2,Obese
153.0,65.7,Obese
157.7,48.4,Fit
170.0,48.9,Fit
167.4,59.3,Fit
176.4,88.6,Obese
154.9,50.2,Fit
154.3,60.8,Obese
170.8,56.0,Fit
156.2,47.1,Fit
158.4,54.5,Fit
144.6,62.9,Obese
168.2,71.0,Obese
182.0,56.4,Fit
153.7,57.3,Fit
176.2,59.1,Fit
164.3,54.0,Fit
145.6,50.7,Fit
155.2,64.2,Obese
154.5,63.3,Obese
161.5,60.0,Fit
169.6,66.1,Fit
185.3,86.3,Obese
149.3,36.4,Fit
159.7,70.7,Obese
155.1,47.1,Fit
151.1,52.3,Fit
166.0,56.7,Fit
165.0,50.7,Fit
145.0,50.0,Fit
165.2,61.9,Fit
151.7,49.8,Fit
165.1,58.8,Fit
179.0,82.7,Obese
170.1,81.2,Obese
167.0,71.3,Obese
159.2,58.0,Fit
165.7,47.3,Fit
171.2,69.5,Fit
170.1,69.0,Fit
163.9,65.3,Fit
167.4,52.5,Fit
